	tf.id	family	gene.name	back.targ	back.ratio	url
359	AT3G28920	ZF-HD	HB34	14118	0.51050443	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G28920&sub_type=gene
360	AT1G62300	WRKY	WRKY6	4646	0.167998554	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G62300&sub_type=gene
361	AT4G24240	WRKY	WRKY7	1772	0.064075212	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G24240&sub_type=gene
362	AT5G46350	WRKY	WRKY8	14033	0.507430844	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G46350&sub_type=gene
363	AT1G29280	WRKY	WRKY65	10214	0.369336467	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G29280&sub_type=gene
364	AT3G56400	WRKY	WRKY70	6714	0.242777075	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G56400&sub_type=gene
365	AT1G29860	WRKY	WRKY71	7206	0.260567709	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G29860&sub_type=gene
366	AT1G32150	bZIP	bZIP68	6979	0.252359429	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G32150&sub_type=gene
367	AT5G13080	WRKY	WRKY75	14151	0.511697704	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G13080&sub_type=gene
368	AT5G39760	ZF-HD	HB23	15422	0.557656843	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G39760&sub_type=gene
369	AT2G03340	WRKY	WRKY3	1216	0.043970349	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G03340&sub_type=gene
370	AT4G18170	WRKY	WRKY28	9623	0.34796601	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G18170&sub_type=gene
371	AT4G23550	WRKY	WRKY29	12033	0.435111191	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G23550&sub_type=gene
372	AT5G23930		MTERF34	4466	0.161489785	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G23930&sub_type=gene
373	AT5G24110	WRKY	WRKY30	3839	0.138817574	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G24110&sub_type=gene
374	AT4G22070	WRKY	WRKY31	3122	0.112890978	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G22070&sub_type=gene
375	AT2G38470	WRKY	WRKY33	4471	0.161670584	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G38470&sub_type=gene
376	AT1G80840	WRKY	WRKY40	6131	0.221695896	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G80840&sub_type=gene
377	AT3G01970	WRKY	WRKY45	7921	0.286421985	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G01970&sub_type=gene
378	AT5G26170	WRKY	WRKY50	10181	0.368143193	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G26170&sub_type=gene
379	AT2G40740	WRKY	WRKY55	7217	0.260965467	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G40740&sub_type=gene
380	AT2G23320	WRKY	WRKY15	14915	0.539323811	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G23320&sub_type=gene
381	AT3G42860			2167	0.078358344	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G42860&sub_type=gene
382	AT4G31800	WRKY	WRKY18	14136	0.511155306	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G31800&sub_type=gene
383	AT4G26640	WRKY	WRKY20	2017	0.07293437	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G26640&sub_type=gene
384	AT2G30590	WRKY	WRKY21	1370	0.049538962	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G30590&sub_type=gene
385	AT4G01250	WRKY	WRKY22	15204	0.549774001	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G01250&sub_type=gene
386	AT5G41570	WRKY	WRKY24	10009	0.361923703	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G41570&sub_type=gene
387	AT2G30250	WRKY	WRKY25	11329	0.409654674	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G30250&sub_type=gene
